,State_Territory,CoC Number,CoC Name,Count Types,Year,Overall Homeless,Overall Homeless Individuals,Overall Chronically Homeless,Sheltered Total Chronically Homeless,Unsheltered Chronically Homeless,Overall Homeless - Female,Overall Homeless - Male,Overall Homeless - Transgender,Overall Homeless - Gender that is not Singularly Female or Male,Overall Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Overall Homeless - Hispanic/Latin(o)(a)(x),Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Sheltered Total Homeless - Male,Sheltered Total Homeless - Transgender,Sheltered Total Homeless - Gender that is not Singularly Female or Male,Sheltered Total Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Sheltered Total Homeless - Hispanic/Latin(o)(a)(x),Sheltered Total Homeless - White,"Sheltered Total Homeless - Black, African American, or African",Sheltered Total Homeless - Asian or Asian American,"Sheltered Total Homeless - American Indian, Alaska Native, or Indigenous",Sheltered Total Homeless - Native Hawaiian or Other Pacific Islander,Sheltered Total Homeless - Multiple Races,Sheltered Total Homeless - Under 18,Sheltered Total Homeless - Age 18 to 24,Sheltered Total Homeless - Over 24,Unsheltered Homeless - Female,Unsheltered Homeless - Male,Unsheltered Homeless - Transgender,Unsheltered Homeless - Gender that is not Singularly Female or Male,Unsheltered Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Unsheltered Homeless - Hispanic/Latin(o)(a)(x),Unsheltered Homeless - White,"Unsheltered Homeless - Black, African American, or African",Unsheltered Homeless - Asian or Asian American,"Unsheltered Homeless - American Indian, Alaska Native, or Indigenous",Unsheltered Homeless - Native Hawaiian or Other Pacific Islander,Unsheltered Homeless - Multiple Races,Unsheltered Homeless - Under 18,Unsheltered Homeless - Age 18 to 24,Unsheltered Homeless - Over 24
4054,Mississippi,MS-501,Mississippi Balance of State CoC,Sheltered and Unsheltered Count,2012,1018.0,646.0,119.0,13.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4055,Mississippi,MS-503,Gulf Port/Gulf Coast Regional CoC,Sheltered and Unsheltered Count,2012,358.0,265.0,78.0,10.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056,Montana,MT-500,Montana Statewide CoC,Sheltered and Unsheltered Count,2012,1833.0,1166.0,388.0,213.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4057,North Carolina,NC-500,Winston-Salem/Forsyth County CoC,Sheltered and Unsheltered Count,2012,556.0,422.0,183.0,112.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,North Carolina,NC-501,Asheville/Buncombe County CoC,Sheltered and Unsheltered Count,2012,560.0,466.0,80.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4059,North Carolina,NC-502,Durham City & County CoC,Sheltered and Unsheltered Count,2012,698.0,572.0,134.0,81.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,North Carolina,NC-503,North Carolina Balance of State CoC,Sheltered and Unsheltered Count,2012,2922.0,1723.0,256.0,138.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4061,North Carolina,NC-504,"Greensboro, High Point CoC",Sheltered and Unsheltered Count,2012,990.0,680.0,116.0,57.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4062,North Carolina,NC-505,Charlotte/Mecklenberg CoC,Sheltered and Unsheltered Count,2012,2567.0,1526.0,202.0,127.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,North Carolina,NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",Sheltered and Unsheltered Count,2012,469.0,347.0,44.0,14.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,North Carolina,NC-507,Raleigh/Wake County CoC,Sheltered and Unsheltered Count,2012,1116.0,843.0,100.0,48.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4065,North Carolina,NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",Sheltered and Unsheltered Count,2012,611.0,574.0,80.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4066,North Carolina,NC-511,Fayetteville/Cumberland County CoC,Sheltered and Unsheltered Count,2012,1606.0,889.0,339.0,15.0,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4067,North Carolina,NC-513,Chapel Hill/Orange County CoC,Sheltered and Unsheltered Count,2012,110.0,88.0,29.0,14.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4068,North Carolina,NC-516,Northwest North Carolina CoC,Sheltered and Unsheltered Count,2012,1319.0,350.0,58.0,16.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4069,North Dakota,ND-500,North Dakota Statewide CoC,Sheltered and Unsheltered Count,2012,688.0,485.0,86.0,78.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4070,Nebraska,NE-500,Nebraska Balance of State CoC,Sheltered and Unsheltered Count,2012,1278.0,466.0,136.0,34.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4071,Nebraska,NE-501,"Omaha, Council Bluffs CoC",Sheltered and Unsheltered Count,2012,1530.0,1085.0,204.0,199.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4072,Nebraska,NE-502,Lincoln CoC,Sheltered and Unsheltered Count,2012,981.0,664.0,161.0,100.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4073,New Hampshire,NH-500,New Hampshire Balance of State CoC,Sheltered and Unsheltered Count,2012,761.0,401.0,132.0,84.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,New Hampshire,NH-501,Manchester CoC,Sheltered and Unsheltered Count,2012,399.0,226.0,57.0,43.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4075,New Hampshire,NH-502,Nashua/Hillsborough County CoC,Sheltered and Unsheltered Count,2012,336.0,205.0,85.0,53.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4076,New Jersey,NJ-500,Atlantic City & County CoC,Sheltered and Unsheltered Count,2012,631.0,459.0,117.0,101.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4077,New Jersey,NJ-501,Bergen County CoC,Sheltered and Unsheltered Count,2012,454.0,284.0,54.0,45.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4078,New Jersey,NJ-502,Burlington County CoC,Sheltered and Unsheltered Count,2012,823.0,407.0,75.0,68.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4079,New Jersey,NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",Sheltered and Unsheltered Count,2012,1215.0,672.0,95.0,65.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4080,New Jersey,NJ-504,Newark/Essex County CoC,Sheltered and Unsheltered Count,2012,1504.0,941.0,178.0,132.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4081,New Jersey,NJ-506,"Jersey City, Bayonne/Hudson County CoC",Sheltered and Unsheltered Count,2012,2087.0,750.0,111.0,30.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4082,New Jersey,NJ-507,New Brunswick/Middlesex County CoC,Sheltered and Unsheltered Count,2012,1145.0,525.0,63.0,33.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4083,New Jersey,NJ-508,Monmouth County CoC,Sheltered and Unsheltered Count,2012,650.0,272.0,73.0,59.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4084,New Jersey,NJ-509,Morris County CoC,Sheltered and Unsheltered Count,2012,281.0,179.0,37.0,22.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4085,New Jersey,NJ-510,Lakewood Township/Ocean County CoC,Sheltered and Unsheltered Count,2012,649.0,449.0,38.0,36.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4086,New Jersey,NJ-511,Paterson/Passaic County CoC,Sheltered and Unsheltered Count,2012,518.0,256.0,39.0,28.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4087,New Jersey,NJ-512,Salem County CoC,Sheltered and Unsheltered Count,2012,78.0,27.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4088,New Jersey,NJ-513,Somerset County CoC,Sheltered and Unsheltered Count,2012,295.0,177.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4089,New Jersey,NJ-514,Trenton/Mercer County CoC,Sheltered and Unsheltered Count,2012,1009.0,551.0,71.0,48.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4090,New Jersey,NJ-515,Elizabeth/Union County CoC,Sheltered and Unsheltered Count,2012,1456.0,512.0,27.0,20.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4091,New Jersey,NJ-516,"Warren, Sussex, Hunterdon Counties CoC",Sheltered and Unsheltered Count,2012,230.0,142.0,45.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4092,New Mexico,NM-500,Albuquerque CoC,Sheltered and Unsheltered Count,2012,1431.0,1004.0,428.0,267.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4093,New Mexico,NM-501,New Mexico Balance of State CoC,Sheltered and Unsheltered Count,2012,1814.0,1132.0,644.0,346.0,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4094,Nevada,NV-500,Las Vegas/Clark County CoC,Sheltered and Unsheltered Count,2012,7323.0,6581.0,1449.0,374.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4095,Nevada,NV-501,"Reno, Sparks/Washoe County CoC",Sheltered and Unsheltered Count,2012,869.0,749.0,215.0,208.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4096,Nevada,NV-502,Nevada Balance of State CoC,Sheltered and Unsheltered Count,2012,305.0,163.0,61.0,17.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4097,New York,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,2012,699.0,377.0,89.0,89.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4098,New York,NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",Sheltered and Unsheltered Count,2012,305.0,220.0,38.0,26.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4099,New York,NY-503,Albany City & County CoC,Sheltered and Unsheltered Count,2012,590.0,372.0,108.0,80.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,New York,NY-504,Cattaragus County CoC,Sheltered and Unsheltered Count,2012,38.0,11.0,6.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,New York,NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Sheltered and Unsheltered Count,2012,882.0,653.0,119.0,105.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4102,New York,NY-506,"Fulton, Montgomery, Schoharie Counties CoC",Sheltered and Unsheltered Count,2012,72.0,35.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,New York,NY-507,Schenectady City & County CoC,Sheltered and Unsheltered Count,2012,287.0,190.0,59.0,50.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,New York,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,2012,1183.0,770.0,133.0,87.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,New York,NY-510,Ithaca/Tompkins County CoC,Sheltered and Unsheltered Count,2012,68.0,39.0,13.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,New York,NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",Sheltered and Unsheltered Count,2012,292.0,283.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4107,New York,NY-512,Troy/Rensselaer County CoC,Sheltered and Unsheltered Count,2012,225.0,83.0,54.0,26.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4108,New York,NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",Sheltered and Unsheltered Count,2012,121.0,84.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4109,New York,NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",Sheltered and Unsheltered Count,2012,33.0,27.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4110,New York,NY-516,Clinton County CoC,Sheltered and Unsheltered Count,2012,236.0,149.0,36.0,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111,New York,NY-518,"Utica, Rome/Oneida, Madison Counties CoC",Sheltered and Unsheltered Count,2012,176.0,85.0,19.0,15.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4112,New York,NY-519,"Columbia, Greene Counties CoC",Sheltered and Unsheltered Count,2012,132.0,60.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4113,New York,NY-520,"Franklin, Essex Counties CoC",Sheltered and Unsheltered Count,2012,14.0,14.0,7.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4114,New York,NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",Sheltered and Unsheltered Count,2012,95.0,82.0,16.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4115,New York,NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",Sheltered and Unsheltered Count,2012,299.0,174.0,51.0,37.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,New York,NY-600,New York City CoC,Sheltered and Unsheltered Count,2012,56672.0,23543.0,3277.0,1189.0,2088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4117,New York,NY-601,Poughkeepsie/Dutchess County CoC,Sheltered and Unsheltered Count,2012,453.0,248.0,44.0,12.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4118,New York,NY-602,"Newburgh, Middletown/Orange County CoC",Sheltered and Unsheltered Count,2012,502.0,323.0,117.0,54.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,New York,NY-603,"Nassau, Suffolk Counties CoC",Sheltered and Unsheltered Count,2012,3359.0,1082.0,312.0,291.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4120,New York,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",Sheltered and Unsheltered Count,2012,1741.0,726.0,309.0,275.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4121,New York,NY-606,Rockland County CoC,Sheltered and Unsheltered Count,2012,107.0,77.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4122,New York,NY-607,Sullivan County CoC,Sheltered and Unsheltered Count,2012,630.0,257.0,52.0,52.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4123,New York,NY-608,Kingston/Ulster County CoC,Sheltered and Unsheltered Count,2012,355.0,169.0,21.0,7.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4124,Ohio,OH-500,Cincinnati/Hamilton County CoC,Sheltered and Unsheltered Count,2012,1654.0,887.0,234.0,221.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4125,Ohio,OH-501,Toledo/Lucas County CoC,Sheltered and Unsheltered Count,2012,977.0,650.0,138.0,99.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4126,Ohio,OH-502,Cleveland/Cuyahoga County CoC,Sheltered and Unsheltered Count,2012,2191.0,1626.0,375.0,296.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4127,Ohio,OH-503,Columbus/Franklin County CoC,Sheltered and Unsheltered Count,2012,1434.0,1068.0,311.0,174.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4128,Ohio,OH-504,Youngstown/Mahoning County CoC,Sheltered and Unsheltered Count,2012,224.0,86.0,54.0,47.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4129,Ohio,OH-505,"Dayton, Kettering/Montgomery County CoC",Sheltered and Unsheltered Count,2012,1081.0,639.0,48.0,37.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4130,Ohio,OH-506,"Akron, Barberton/Summit County CoC",Sheltered and Unsheltered Count,2012,813.0,510.0,208.0,113.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4131,Ohio,OH-507,Ohio Balance of State CoC,Sheltered and Unsheltered Count,2012,5121.0,2137.0,530.0,324.0,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4132,Ohio,OH-508,"Canton, Massillon, Alliance/Stark County CoC",Sheltered and Unsheltered Count,2012,482.0,252.0,84.0,56.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4133,Oklahoma,OK-500,North Central Oklahoma CoC,Sheltered and Unsheltered Count,2012,204.0,108.0,24.0,17.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4134,Oklahoma,OK-501,Tulsa City & County CoC,Sheltered and Unsheltered Count,2012,1021.0,804.0,88.0,84.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4135,Oklahoma,OK-502,Oklahoma City CoC,Sheltered and Unsheltered Count,2012,1303.0,1069.0,235.0,59.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4136,Oklahoma,OK-503,Oklahoma Balance of State CoC,Sheltered and Unsheltered Count,2012,571.0,285.0,32.0,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,Oklahoma,OK-504,Norman/Cleveland County CoC,Sheltered and Unsheltered Count,2012,616.0,433.0,44.0,20.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4138,Oklahoma,OK-505,Northeast Oklahoma CoC,Sheltered and Unsheltered Count,2012,342.0,217.0,92.0,82.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4139,Oklahoma,OK-506,Southwest Oklahoma Regional CoC,Sheltered and Unsheltered Count,2012,396.0,221.0,6.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4140,Oklahoma,OK-507,Southeastern Oklahoma Regional CoC,Sheltered and Unsheltered Count,2012,579.0,317.0,48.0,19.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4141,Oregon,OR-500,"Eugene, Springfield/Lane County CoC",Sheltered and Unsheltered Count,2012,2057.0,1539.0,628.0,79.0,549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4142,Oregon,OR-501,"Portland, Gresham/Multnomah County CoC",Sheltered and Unsheltered Count,2012,4423.0,2918.0,1090.0,304.0,786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4143,Oregon,OR-502,"Medford, Ashland/Jackson County CoC",Sheltered and Unsheltered Count,2012,691.0,560.0,172.0,55.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4144,Oregon,OR-503,Central Oregon CoC,Sheltered and Unsheltered Count,2012,808.0,460.0,131.0,14.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4145,Oregon,OR-505,Oregon Balance of State CoC,Sheltered and Unsheltered Count,2012,6105.0,3342.0,949.0,271.0,678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4146,Oregon,OR-506,"Hillsboro, Beaverton/Washington County CoC",Sheltered and Unsheltered Count,2012,751.0,399.0,160.0,12.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4147,Oregon,OR-507,Clackamas County CoC,Sheltered and Unsheltered Count,2012,993.0,570.0,172.0,19.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4148,Pennsylvania,PA-500,Philadelphia CoC,Sheltered and Unsheltered Count,2012,5780.0,2976.0,1037.0,257.0,780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4149,Pennsylvania,PA-501,Harrisburg/Dauphin County CoC,Sheltered and Unsheltered Count,2012,386.0,235.0,65.0,37.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4150,Pennsylvania,PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",Sheltered and Unsheltered Count,2012,604.0,244.0,64.0,45.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4151,Pennsylvania,PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Sheltered and Unsheltered Count,2012,178.0,94.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4152,Pennsylvania,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",Sheltered and Unsheltered Count,2012,419.0,148.0,52.0,38.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4153,Pennsylvania,PA-505,Chester County CoC,Sheltered and Unsheltered Count,2012,691.0,476.0,69.0,62.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4154,Pennsylvania,PA-506,Reading/Berks County CoC,Sheltered and Unsheltered Count,2012,340.0,216.0,55.0,47.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4155,Pennsylvania,PA-508,Scranton/Lackawanna County CoC,Sheltered and Unsheltered Count,2012,260.0,92.0,31.0,16.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4156,Pennsylvania,PA-509,Eastern Pennsylvania CoC,Sheltered and Unsheltered Count,2012,1752.0,664.0,121.0,91.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4157,Pennsylvania,PA-510,Lancaster City & County CoC,Sheltered and Unsheltered Count,2012,562.0,241.0,49.0,44.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4158,Pennsylvania,PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,2012,458.0,142.0,30.0,3.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4159,Pennsylvania,PA-512,York City & County CoC,Sheltered and Unsheltered Count,2012,284.0,129.0,51.0,46.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4160,Pennsylvania,PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Sheltered and Unsheltered Count,2012,1376.0,816.0,271.0,239.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4161,Pennsylvania,PA-601,Western Pennsylvania CoC,Sheltered and Unsheltered Count,2012,1097.0,566.0,140.0,133.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4162,Pennsylvania,PA-603,Beaver County CoC,Sheltered and Unsheltered Count,2012,110.0,65.0,8.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4163,Pennsylvania,PA-605,Erie City & County CoC,Sheltered and Unsheltered Count,2012,439.0,191.0,58.0,55.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4164,Puerto Rico,PR-502,Puerto Rico Balance of Commonwealth CoC,Sheltered and Unsheltered Count,2012,1685.0,1348.0,1567.0,118.0,1449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4165,Puerto Rico,PR-503,South-Southeast Puerto Rico CoC,Sheltered and Unsheltered Count,2012,1527.0,1146.0,1684.0,133.0,1551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4166,Rhode Island,RI-500,Rhode Island Statewide CoC,Sheltered and Unsheltered Count,2012,1277.0,788.0,154.0,154.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4167,South Carolina,SC-500,Charleston/Low Country CoC,Sheltered and Unsheltered Count,2012,483.0,416.0,58.0,15.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
