Year,CoC Number,CoC Name,Count Types,Overall Homeless,Sheltered ES Homeless,Sheltered TH Homeless,Sheltered SH Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless Individuals,Sheltered ES Homeless Individuals,Sheltered TH Homeless Individuals,Sheltered SH Homeless Individuals,Sheltered Total Homeless Individuals,Unsheltered Homeless Individuals,Overall Homeless People in Families,Sheltered ES Homeless People in Families,Sheltered TH Homeless People in Families,Sheltered Total Homeless People in Families,Unsheltered Homeless People in Families,Overall Homeless Family Households,Sheltered ES Homeless Family Households,Sheltered TH Homeless Family Households,Sheltered Total Homeless Family Households,Unsheltered Homeless Family Households,Sheltered SH Chronically Homeless,Overall Chronically Homeless Individuals,Sheltered ES Chronically Homeless Individuals,Sheltered SH Chronically Homeless Individuals,Sheltered Total Chronically Homeless Individuals,Unsheltered Chronically Homeless Individuals
2010,MI-507,"Portage, Kalamazoo City & County CoC",Sheltered and Unsheltered Count,679.0,314.0,323.0,0.0,637.0,42.0,295.0,180.0,73.0,0.0,253.0,42.0,384.0,134.0,250.0,384.0,0.0,117.0,42.0,75.0,117.0,0.0,0.0,34.0,26.0,0.0,26.0,8.0
2010,MI-508,"Lansing, East Lansing/Ingham County CoC",Sheltered and Unsheltered Count,535.0,221.0,171.0,0.0,392.0,143.0,389.0,176.0,76.0,0.0,252.0,137.0,146.0,45.0,95.0,140.0,6.0,45.0,14.0,30.0,44.0,1.0,0.0,129.0,64.0,0.0,64.0,65.0
2010,MI-509,Washtenaw County CoC,Sheltered-Only Count,474.0,214.0,225.0,0.0,439.0,35.0,306.0,157.0,116.0,0.0,273.0,33.0,168.0,57.0,109.0,166.0,2.0,50.0,19.0,30.0,49.0,1.0,0.0,66.0,44.0,0.0,44.0,22.0
2010,MI-510,Saginaw City & County CoC,No 2010 PIT Count,305.0,111.0,167.0,0.0,278.0,27.0,176.0,61.0,88.0,0.0,149.0,27.0,129.0,50.0,79.0,129.0,0.0,43.0,22.0,21.0,43.0,0.0,0.0,71.0,57.0,0.0,57.0,14.0
2010,MI-511,Lenawee County CoC,Sheltered-Only Count,120.0,66.0,49.0,0.0,115.0,5.0,40.0,37.0,1.0,0.0,38.0,2.0,80.0,29.0,48.0,77.0,3.0,22.0,7.0,14.0,21.0,1.0,0.0,11.0,11.0,0.0,11.0,0.0
2010,MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",Sheltered and Unsheltered Count,296.0,108.0,177.0,0.0,285.0,11.0,127.0,79.0,37.0,0.0,116.0,11.0,169.0,29.0,140.0,169.0,0.0,60.0,7.0,53.0,60.0,0.0,0.0,29.0,24.0,0.0,24.0,5.0
2010,MI-514,Battle Creek/Calhoun County CoC,Sheltered-Only Count,186.0,73.0,60.0,0.0,133.0,53.0,136.0,38.0,50.0,0.0,88.0,48.0,50.0,35.0,10.0,45.0,5.0,13.0,9.0,3.0,12.0,1.0,0.0,12.0,12.0,0.0,12.0,0.0
2010,MI-515,Monroe City & County CoC,No 2010 PIT Count,140.0,50.0,86.0,0.0,136.0,4.0,75.0,29.0,45.0,0.0,74.0,1.0,65.0,21.0,41.0,62.0,3.0,30.0,9.0,20.0,29.0,1.0,0.0,17.0,16.0,0.0,16.0,1.0
2010,MI-516,"Norton Shores, Muskegon City & County CoC",Sheltered-Only Count,646.0,187.0,138.0,0.0,325.0,321.0,308.0,44.0,88.0,0.0,132.0,176.0,338.0,143.0,50.0,193.0,145.0,135.0,56.0,20.0,76.0,59.0,0.0,21.0,15.0,0.0,15.0,6.0
2010,MI-517,Jackson City & County CoC,No 2010 PIT Count,323.0,107.0,197.0,0.0,304.0,19.0,121.0,59.0,43.0,0.0,102.0,19.0,202.0,48.0,154.0,202.0,0.0,64.0,14.0,50.0,64.0,0.0,0.0,13.0,1.0,0.0,1.0,12.0
2010,MI-518,Livingston County CoC,No 2010 PIT Count,121.0,85.0,23.0,0.0,108.0,13.0,46.0,32.0,1.0,0.0,33.0,13.0,75.0,53.0,22.0,75.0,0.0,23.0,17.0,6.0,23.0,0.0,0.0,4.0,3.0,0.0,3.0,1.0
2010,MI-519,Holland/Ottawa County CoC,Sheltered-Only Count,306.0,72.0,232.0,0.0,304.0,2.0,104.0,56.0,46.0,0.0,102.0,2.0,202.0,16.0,186.0,202.0,0.0,59.0,5.0,54.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,MI-523,Eaton County CoC,Sheltered-Only Count,147.0,67.0,64.0,0.0,131.0,16.0,28.0,16.0,4.0,0.0,20.0,8.0,119.0,51.0,60.0,111.0,8.0,33.0,14.0,16.0,30.0,3.0,0.0,7.0,7.0,0.0,7.0,0.0
2010,MN-500,Minneapolis/Hennepin County CoC,Sheltered and Unsheltered Count,3056.0,1755.0,1053.0,0.0,2808.0,248.0,1830.0,1236.0,396.0,0.0,1632.0,198.0,1226.0,519.0,657.0,1176.0,50.0,411.0,162.0,227.0,389.0,22.0,0.0,779.0,699.0,0.0,699.0,80.0
2010,MN-501,Saint Paul/Ramsey County CoC,Sheltered and Unsheltered Count,1424.0,496.0,822.0,10.0,1328.0,96.0,646.0,313.0,227.0,10.0,550.0,96.0,778.0,183.0,595.0,778.0,0.0,248.0,58.0,190.0,248.0,0.0,10.0,246.0,169.0,10.0,179.0,67.0
2010,MN-502,Rochester/Southeast Minnesota CoC,Sheltered and Unsheltered Count,419.0,208.0,198.0,0.0,406.0,13.0,103.0,73.0,17.0,0.0,90.0,13.0,316.0,135.0,181.0,316.0,0.0,98.0,45.0,53.0,98.0,0.0,0.0,70.0,61.0,0.0,61.0,9.0
2010,MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",Sheltered and Unsheltered Count,924.0,346.0,403.0,0.0,749.0,175.0,196.0,81.0,55.0,0.0,136.0,60.0,728.0,265.0,348.0,613.0,115.0,250.0,92.0,115.0,207.0,43.0,0.0,65.0,30.0,0.0,30.0,35.0
2010,MN-504,Northeast Minnesota CoC,Sheltered and Unsheltered Count,208.0,25.0,64.0,0.0,89.0,119.0,87.0,17.0,6.0,0.0,23.0,64.0,121.0,8.0,58.0,66.0,55.0,46.0,3.0,17.0,20.0,26.0,0.0,34.0,4.0,0.0,4.0,30.0
2010,MN-505,St. Cloud/Central Minnesota CoC,Sheltered-Only Count,541.0,166.0,267.0,0.0,433.0,108.0,245.0,64.0,106.0,0.0,170.0,75.0,296.0,102.0,161.0,263.0,33.0,93.0,32.0,55.0,87.0,6.0,0.0,120.0,91.0,0.0,91.0,29.0
2010,MN-506,Northwest Minnesota CoC,Sheltered and Unsheltered Count,422.0,76.0,178.0,0.0,254.0,168.0,119.0,41.0,38.0,0.0,79.0,40.0,303.0,35.0,140.0,175.0,128.0,101.0,11.0,49.0,60.0,41.0,0.0,33.0,14.0,0.0,14.0,19.0
2010,MN-508,Moorhead/West Central Minnesota CoC,Sheltered and Unsheltered Count,278.0,115.0,81.0,0.0,196.0,82.0,116.0,80.0,7.0,0.0,87.0,29.0,162.0,35.0,74.0,109.0,53.0,55.0,12.0,26.0,38.0,17.0,0.0,59.0,36.0,0.0,36.0,23.0
2010,MN-509,Duluth/St.Louis County CoC,Sheltered and Unsheltered Count,524.0,150.0,256.0,0.0,406.0,118.0,240.0,86.0,64.0,0.0,150.0,90.0,284.0,64.0,192.0,256.0,28.0,92.0,21.0,62.0,83.0,9.0,0.0,79.0,32.0,0.0,32.0,47.0
2010,MN-511,Southwest Minnesota CoC,Sheltered and Unsheltered Count,73.0,23.0,38.0,0.0,61.0,12.0,23.0,9.0,8.0,0.0,17.0,6.0,50.0,14.0,30.0,44.0,6.0,15.0,5.0,9.0,14.0,1.0,0.0,5.0,3.0,0.0,3.0,2.0
2010,MO-500,St. Louis County CoC,Sheltered and Unsheltered Count,659.0,284.0,124.0,0.0,408.0,251.0,208.0,78.0,14.0,0.0,92.0,116.0,451.0,206.0,110.0,316.0,135.0,137.0,63.0,33.0,96.0,41.0,0.0,39.0,23.0,0.0,23.0,16.0
2010,MO-501,St.Louis City CoC,Sheltered and Unsheltered Count,1305.0,575.0,577.0,16.0,1168.0,137.0,734.0,403.0,214.0,16.0,633.0,101.0,571.0,172.0,363.0,535.0,36.0,179.0,56.0,111.0,167.0,12.0,6.0,169.0,107.0,6.0,113.0,56.0
2010,MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",Sheltered and Unsheltered Count,1089.0,356.0,332.0,0.0,688.0,401.0,387.0,78.0,156.0,0.0,234.0,153.0,702.0,278.0,176.0,454.0,248.0,233.0,92.0,60.0,152.0,81.0,0.0,30.0,19.0,0.0,19.0,11.0
2010,MO-600,"Springfield/Greene, Christian, Webster Counties CoC",Sheltered and Unsheltered Count,662.0,161.0,342.0,0.0,503.0,159.0,428.0,79.0,190.0,0.0,269.0,159.0,234.0,82.0,152.0,234.0,0.0,92.0,34.0,58.0,92.0,0.0,0.0,144.0,81.0,0.0,81.0,63.0
2010,MO-602,"Joplin/Jasper, Newton Counties CoC",Sheltered and Unsheltered Count,393.0,112.0,207.0,0.0,319.0,74.0,277.0,71.0,132.0,0.0,203.0,74.0,116.0,41.0,75.0,116.0,0.0,36.0,12.0,24.0,36.0,0.0,0.0,26.0,19.0,0.0,19.0,7.0
2010,MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",Sheltered and Unsheltered Count,164.0,106.0,16.0,16.0,138.0,26.0,140.0,84.0,14.0,16.0,114.0,26.0,24.0,22.0,2.0,24.0,0.0,9.0,8.0,1.0,9.0,0.0,16.0,64.0,32.0,16.0,48.0,16.0
2010,MO-604a,"Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS",Sheltered-Only Count,2153.0,913.0,1033.0,0.0,1946.0,207.0,1290.0,665.0,418.0,0.0,1083.0,207.0,863.0,248.0,615.0,863.0,0.0,275.0,78.0,197.0,275.0,0.0,0.0,556.0,431.0,0.0,431.0,125.0
2010,MO-606,Missouri Balance of State CoC,Sheltered and Unsheltered Count,1912.0,895.0,433.0,11.0,1339.0,573.0,1092.0,478.0,260.0,11.0,749.0,343.0,820.0,417.0,173.0,590.0,230.0,257.0,132.0,57.0,189.0,68.0,11.0,287.0,246.0,11.0,257.0,30.0
2010,MS-500,"Jackson/Rankin, Madison Counties CoC",Sheltered and Unsheltered Count,914.0,180.0,252.0,0.0,432.0,482.0,801.0,131.0,198.0,0.0,329.0,472.0,113.0,49.0,54.0,103.0,10.0,46.0,16.0,25.0,41.0,5.0,0.0,147.0,65.0,0.0,65.0,82.0
2010,MS-501,Mississippi Balance of State CoC,No 2010 PIT Count,1242.0,346.0,314.0,0.0,660.0,582.0,581.0,132.0,145.0,0.0,277.0,304.0,661.0,214.0,169.0,383.0,278.0,199.0,61.0,45.0,106.0,93.0,0.0,125.0,59.0,0.0,59.0,66.0
2010,MS-503,Gulf Port/Gulf Coast Regional CoC,Sheltered-Only Count,587.0,52.0,37.0,0.0,89.0,498.0,542.0,39.0,16.0,0.0,55.0,487.0,45.0,13.0,21.0,34.0,11.0,19.0,6.0,8.0,14.0,5.0,0.0,85.0,6.0,0.0,6.0,79.0
2010,MT-500,Montana Statewide CoC,Sheltered and Unsheltered Count,1615.0,674.0,494.0,0.0,1168.0,447.0,890.0,370.0,192.0,0.0,562.0,328.0,725.0,304.0,302.0,606.0,119.0,238.0,98.0,103.0,201.0,37.0,0.0,145.0,96.0,0.0,96.0,49.0
2010,NC-500,Winston-Salem/Forsyth County CoC,Sheltered and Unsheltered Count,543.0,310.0,192.0,0.0,502.0,41.0,389.0,262.0,86.0,0.0,348.0,41.0,154.0,48.0,106.0,154.0,0.0,51.0,15.0,36.0,51.0,0.0,0.0,142.0,120.0,0.0,120.0,22.0
2010,NC-501,Asheville/Buncombe County CoC,Sheltered and Unsheltered Count,516.0,197.0,265.0,0.0,462.0,54.0,415.0,168.0,193.0,0.0,361.0,54.0,101.0,29.0,72.0,101.0,0.0,40.0,10.0,30.0,40.0,0.0,0.0,111.0,68.0,0.0,68.0,43.0
2010,NC-502,Durham City & County CoC,Sheltered and Unsheltered Count,675.0,311.0,296.0,0.0,607.0,68.0,534.0,242.0,226.0,0.0,468.0,66.0,141.0,69.0,70.0,139.0,2.0,51.0,27.0,23.0,50.0,1.0,0.0,141.0,89.0,0.0,89.0,52.0
2010,NC-503,North Carolina Balance of State CoC,Sheltered and Unsheltered Count,2851.0,1320.0,886.0,0.0,2206.0,645.0,1824.0,812.0,455.0,0.0,1267.0,557.0,1027.0,508.0,431.0,939.0,88.0,353.0,173.0,139.0,312.0,41.0,0.0,262.0,193.0,0.0,193.0,69.0
2010,NC-504,"Greensboro, High Point CoC",Sheltered and Unsheltered Count,1070.0,508.0,426.0,0.0,934.0,136.0,738.0,391.0,216.0,0.0,607.0,131.0,332.0,117.0,210.0,327.0,5.0,112.0,39.0,71.0,110.0,2.0,0.0,131.0,95.0,0.0,95.0,36.0
2010,NC-505,Charlotte/Mecklenberg CoC,Sheltered and Unsheltered Count,2841.0,970.0,1120.0,0.0,2090.0,751.0,2168.0,722.0,695.0,0.0,1417.0,751.0,673.0,248.0,425.0,673.0,0.0,243.0,87.0,156.0,243.0,0.0,0.0,307.0,250.0,0.0,250.0,57.0
2010,NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",Sheltered and Unsheltered Count,678.0,274.0,297.0,0.0,571.0,107.0,381.0,181.0,97.0,0.0,278.0,103.0,297.0,93.0,200.0,293.0,4.0,76.0,19.0,55.0,74.0,2.0,0.0,65.0,49.0,0.0,49.0,16.0
2010,NC-507,Raleigh/Wake County CoC,Sheltered and Unsheltered Count,1180.0,631.0,428.0,0.0,1059.0,121.0,892.0,431.0,340.0,0.0,771.0,121.0,288.0,200.0,88.0,288.0,0.0,113.0,77.0,36.0,113.0,0.0,0.0,183.0,145.0,0.0,145.0,38.0
2010,NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",Sheltered and Unsheltered Count,324.0,165.0,41.0,0.0,206.0,118.0,264.0,127.0,19.0,0.0,146.0,118.0,60.0,38.0,22.0,60.0,0.0,24.0,15.0,9.0,24.0,0.0,0.0,40.0,18.0,0.0,18.0,22.0
2010,NC-511,Fayetteville/Cumberland County CoC,Sheltered and Unsheltered Count,1033.0,112.0,182.0,0.0,294.0,739.0,538.0,72.0,6.0,0.0,78.0,460.0,495.0,40.0,176.0,216.0,279.0,145.0,13.0,44.0,57.0,88.0,0.0,32.0,4.0,0.0,4.0,28.0
2010,NC-513,Chapel Hill/Orange County CoC,Sheltered and Unsheltered Count,135.0,88.0,30.0,0.0,118.0,17.0,111.0,84.0,10.0,0.0,94.0,17.0,24.0,4.0,20.0,24.0,0.0,9.0,2.0,7.0,9.0,0.0,0.0,38.0,31.0,0.0,31.0,7.0
2010,NC-516,Northwest North Carolina CoC,Sheltered and Unsheltered Count,345.0,93.0,31.0,0.0,124.0,221.0,107.0,38.0,19.0,0.0,57.0,50.0,238.0,55.0,12.0,67.0,171.0,76.0,20.0,5.0,25.0,51.0,0.0,27.0,15.0,0.0,15.0,12.0
2010,ND-500,North Dakota Statewide CoC,Sheltered and Unsheltered Count,799.0,461.0,307.0,0.0,768.0,31.0,539.0,306.0,207.0,0.0,513.0,26.0,260.0,155.0,100.0,255.0,5.0,82.0,47.0,33.0,80.0,2.0,0.0,64.0,61.0,0.0,61.0,3.0
2010,NE-500,Nebraska Balance of State CoC,Sheltered and Unsheltered Count,1540.0,505.0,691.0,0.0,1196.0,344.0,799.0,268.0,302.0,0.0,570.0,229.0,741.0,237.0,389.0,626.0,115.0,250.0,83.0,131.0,214.0,36.0,0.0,125.0,76.0,0.0,76.0,49.0
2010,NE-501,"Omaha, Council Bluffs CoC",Sheltered and Unsheltered Count,1429.0,906.0,429.0,0.0,1335.0,94.0,1083.0,761.0,228.0,0.0,989.0,94.0,346.0,145.0,201.0,346.0,0.0,109.0,46.0,63.0,109.0,0.0,0.0,293.0,261.0,0.0,261.0,32.0
2010,NE-502,Lincoln CoC,Sheltered and Unsheltered Count,908.0,354.0,470.0,0.0,824.0,84.0,541.0,229.0,230.0,0.0,459.0,82.0,367.0,125.0,240.0,365.0,2.0,123.0,45.0,77.0,122.0,1.0,0.0,117.0,79.0,0.0,79.0,38.0
2010,NH-500,New Hampshire Balance of State CoC,Sheltered and Unsheltered Count,813.0,502.0,208.0,0.0,710.0,103.0,477.0,289.0,98.0,0.0,387.0,90.0,336.0,213.0,110.0,323.0,13.0,111.0,66.0,40.0,106.0,5.0,0.0,158.0,125.0,0.0,125.0,33.0
2010,NH-501,Manchester CoC,Sheltered and Unsheltered Count,415.0,129.0,188.0,3.0,320.0,95.0,278.0,112.0,72.0,3.0,187.0,91.0,137.0,17.0,116.0,133.0,4.0,56.0,6.0,48.0,54.0,2.0,3.0,64.0,61.0,3.0,64.0,0.0
2010,NH-502,Nashua/Hillsborough County CoC,Sheltered and Unsheltered Count,346.0,98.0,204.0,5.0,307.0,39.0,188.0,78.0,83.0,5.0,166.0,22.0,158.0,20.0,121.0,141.0,17.0,69.0,10.0,53.0,63.0,6.0,0.0,104.0,91.0,0.0,91.0,13.0
2010,NJ-500,Atlantic City & County CoC,Sheltered and Unsheltered Count,588.0,406.0,50.0,0.0,456.0,132.0,511.0,354.0,40.0,0.0,394.0,117.0,77.0,52.0,10.0,62.0,15.0,28.0,20.0,3.0,23.0,5.0,0.0,74.0,42.0,0.0,42.0,32.0
2010,NJ-501,Bergen County CoC,Sheltered and Unsheltered Count,522.0,256.0,194.0,0.0,450.0,72.0,338.0,212.0,69.0,0.0,281.0,57.0,184.0,44.0,125.0,169.0,15.0,63.0,19.0,39.0,58.0,5.0,0.0,76.0,53.0,0.0,53.0,23.0
2010,NJ-502,Burlington County CoC,Sheltered and Unsheltered Count,716.0,655.0,33.0,0.0,688.0,28.0,338.0,295.0,25.0,0.0,320.0,18.0,378.0,360.0,8.0,368.0,10.0,127.0,120.0,4.0,124.0,3.0,0.0,71.0,68.0,0.0,68.0,3.0
2010,NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",Sheltered and Unsheltered Count,1572.0,944.0,277.0,0.0,1221.0,351.0,804.0,452.0,87.0,0.0,539.0,265.0,768.0,492.0,190.0,682.0,86.0,272.0,177.0,62.0,239.0,33.0,0.0,51.0,30.0,0.0,30.0,21.0
2010,NJ-504,Newark/Essex County CoC,Sheltered and Unsheltered Count,1716.0,982.0,515.0,0.0,1497.0,219.0,842.0,556.0,121.0,0.0,677.0,165.0,874.0,426.0,394.0,820.0,54.0,324.0,154.0,145.0,299.0,25.0,0.0,122.0,81.0,0.0,81.0,41.0
2010,NJ-506,"Jersey City, Bayonne/Hudson County CoC",Sheltered and Unsheltered Count,1779.0,1372.0,225.0,0.0,1597.0,182.0,637.0,405.0,83.0,0.0,488.0,149.0,1142.0,967.0,142.0,1109.0,33.0,436.0,369.0,53.0,422.0,14.0,0.0,74.0,40.0,0.0,40.0,34.0
2010,NJ-507,New Brunswick/Middlesex County CoC,Sheltered and Unsheltered Count,1535.0,415.0,938.0,0.0,1353.0,182.0,591.0,182.0,283.0,0.0,465.0,126.0,944.0,233.0,655.0,888.0,56.0,325.0,88.0,214.0,302.0,23.0,0.0,52.0,34.0,0.0,34.0,18.0
2010,NJ-508,Monmouth County CoC,Sheltered and Unsheltered Count,604.0,368.0,208.0,0.0,576.0,28.0,222.0,200.0,5.0,0.0,205.0,17.0,382.0,168.0,203.0,371.0,11.0,141.0,62.0,74.0,136.0,5.0,0.0,72.0,72.0,0.0,72.0,0.0
2010,NJ-509,Morris County CoC,Sheltered and Unsheltered Count,297.0,155.0,85.0,0.0,240.0,57.0,167.0,91.0,27.0,0.0,118.0,49.0,130.0,64.0,58.0,122.0,8.0,49.0,24.0,21.0,45.0,4.0,0.0,51.0,20.0,0.0,20.0,31.0
2010,NJ-510,Lakewood Township/Ocean County CoC,Sheltered and Unsheltered Count,590.0,489.0,53.0,0.0,542.0,48.0,310.0,267.0,9.0,0.0,276.0,34.0,280.0,222.0,44.0,266.0,14.0,96.0,75.0,16.0,91.0,5.0,0.0,52.0,48.0,0.0,48.0,4.0
2010,NJ-511,Paterson/Passaic County CoC,Sheltered and Unsheltered Count,698.0,472.0,61.0,0.0,533.0,165.0,348.0,182.0,46.0,0.0,228.0,120.0,350.0,290.0,15.0,305.0,45.0,125.0,101.0,5.0,106.0,19.0,0.0,31.0,14.0,0.0,14.0,17.0
2010,NJ-512,Salem County CoC,Sheltered and Unsheltered Count,146.0,121.0,25.0,0.0,146.0,0.0,83.0,77.0,6.0,0.0,83.0,0.0,63.0,44.0,19.0,63.0,0.0,22.0,15.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,NJ-513,Somerset County CoC,Sheltered and Unsheltered Count,310.0,146.0,150.0,0.0,296.0,14.0,162.0,64.0,87.0,0.0,151.0,11.0,148.0,82.0,63.0,145.0,3.0,47.0,25.0,21.0,46.0,1.0,0.0,8.0,6.0,0.0,6.0,2.0
2010,NJ-514,Trenton/Mercer County CoC,Sheltered and Unsheltered Count,901.0,527.0,247.0,0.0,774.0,127.0,477.0,319.0,65.0,0.0,384.0,93.0,424.0,208.0,182.0,390.0,34.0,150.0,74.0,66.0,140.0,10.0,0.0,101.0,73.0,0.0,73.0,28.0
2010,NJ-515,Elizabeth/Union County CoC,Sheltered and Unsheltered Count,1212.0,319.0,875.0,0.0,1194.0,18.0,465.0,190.0,263.0,0.0,453.0,12.0,747.0,129.0,612.0,741.0,6.0,252.0,45.0,204.0,249.0,3.0,0.0,20.0,15.0,0.0,15.0,5.0
2010,NJ-516,"Warren, Sussex, Hunterdon Counties CoC",Sheltered and Unsheltered Count,551.0,251.0,269.0,0.0,520.0,31.0,225.0,143.0,66.0,0.0,209.0,16.0,326.0,108.0,203.0,311.0,15.0,115.0,39.0,70.0,109.0,6.0,0.0,22.0,21.0,0.0,21.0,1.0
2010,NM-500,Albuquerque CoC,No 2010 PIT Count,2002.0,481.0,590.0,0.0,1071.0,931.0,1454.0,379.0,238.0,0.0,617.0,837.0,548.0,102.0,352.0,454.0,94.0,180.0,33.0,108.0,141.0,39.0,0.0,403.0,152.0,0.0,152.0,251.0
2010,NM-501,New Mexico Balance of State CoC,No 2010 PIT Count,1473.0,504.0,533.0,0.0,1037.0,436.0,889.0,258.0,227.0,0.0,485.0,404.0,584.0,246.0,306.0,552.0,32.0,124.0,35.0,76.0,111.0,13.0,0.0,376.0,189.0,0.0,189.0,187.0
2010,NV-500,Las Vegas/Clark County CoC,No 2010 PIT Count,9949.0,825.0,6179.0,0.0,7004.0,2945.0,8566.0,730.0,4904.0,0.0,5634.0,2932.0,1383.0,95.0,1275.0,1370.0,13.0,342.0,31.0,307.0,338.0,4.0,0.0,1090.0,117.0,0.0,117.0,973.0
2010,NV-501,"Reno, Sparks/Washoe County CoC",Sheltered and Unsheltered Count,934.0,464.0,231.0,0.0,695.0,239.0,790.0,363.0,188.0,0.0,551.0,239.0,144.0,101.0,43.0,144.0,0.0,47.0,32.0,15.0,47.0,0.0,0.0,264.0,131.0,0.0,131.0,133.0
2010,NV-502,Nevada Balance of State CoC,Sheltered and Unsheltered Count,322.0,92.0,57.0,0.0,149.0,173.0,209.0,36.0,12.0,0.0,48.0,161.0,113.0,56.0,45.0,101.0,12.0,46.0,23.0,17.0,40.0,6.0,0.0,61.0,5.0,0.0,5.0,56.0
2010,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,709.0,472.0,221.0,12.0,705.0,4.0,375.0,269.0,90.0,12.0,371.0,4.0,334.0,203.0,131.0,334.0,0.0,103.0,61.0,42.0,103.0,0.0,12.0,85.0,69.0,12.0,81.0,4.0
2010,NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",Sheltered and Unsheltered Count,256.0,53.0,192.0,0.0,245.0,11.0,202.0,34.0,161.0,0.0,195.0,7.0,54.0,19.0,31.0,50.0,4.0,18.0,6.0,11.0,17.0,1.0,0.0,5.0,5.0,0.0,5.0,0.0
2010,NY-503,Albany City & County CoC,Sheltered and Unsheltered Count,650.0,478.0,134.0,0.0,612.0,38.0,442.0,289.0,115.0,0.0,404.0,38.0,208.0,189.0,19.0,208.0,0.0,71.0,63.0,8.0,71.0,0.0,0.0,72.0,37.0,0.0,37.0,35.0
2010,NY-504,Cattaragus County CoC,Sheltered and Unsheltered Count,118.0,19.0,45.0,0.0,64.0,54.0,35.0,10.0,22.0,0.0,32.0,3.0,83.0,9.0,23.0,32.0,51.0,30.0,4.0,8.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Sheltered and Unsheltered Count,840.0,403.0,406.0,0.0,809.0,31.0,677.0,317.0,341.0,0.0,658.0,19.0,163.0,86.0,65.0,151.0,12.0,61.0,35.0,20.0,55.0,6.0,0.0,116.0,105.0,0.0,105.0,11.0
2010,NY-506,"Fulton, Montgomery, Schoharie Counties CoC",Sheltered and Unsheltered Count,19.0,12.0,0.0,0.0,12.0,7.0,13.0,9.0,0.0,0.0,9.0,4.0,6.0,3.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,NY-507,Schenectady City & County CoC,Sheltered and Unsheltered Count,389.0,336.0,27.0,0.0,363.0,26.0,224.0,190.0,8.0,0.0,198.0,26.0,165.0,146.0,19.0,165.0,0.0,54.0,46.0,8.0,54.0,0.0,0.0,34.0,25.0,0.0,25.0,9.0
2010,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,1137.0,393.0,528.0,3.0,924.0,213.0,805.0,302.0,307.0,3.0,612.0,193.0,332.0,91.0,221.0,312.0,20.0,135.0,31.0,95.0,126.0,9.0,3.0,112.0,67.0,3.0,70.0,42.0
2010,NY-510,Ithaca/Tompkins County CoC,Sheltered and Unsheltered Count,73.0,27.0,36.0,0.0,63.0,10.0,41.0,18.0,13.0,0.0,31.0,10.0,32.0,9.0,23.0,32.0,0.0,12.0,3.0,9.0,12.0,0.0,0.0,15.0,5.0,0.0,5.0,10.0
2010,NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",Sheltered and Unsheltered Count,234.0,114.0,109.0,0.0,223.0,11.0,211.0,95.0,105.0,0.0,200.0,11.0,23.0,19.0,4.0,23.0,0.0,8.0,7.0,1.0,8.0,0.0,0.0,47.0,47.0,0.0,47.0,0.0
2010,NY-512,Troy/Rensselaer County CoC,Sheltered and Unsheltered Count,314.0,249.0,20.0,0.0,269.0,45.0,83.0,30.0,8.0,0.0,38.0,45.0,231.0,219.0,12.0,231.0,0.0,114.0,109.0,5.0,114.0,0.0,0.0,25.0,2.0,0.0,2.0,23.0
2010,NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",Sheltered and Unsheltered Count,75.0,63.0,12.0,0.0,75.0,0.0,42.0,30.0,12.0,0.0,42.0,0.0,33.0,33.0,0.0,33.0,0.0,13.0,13.0,0.0,13.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0
2010,NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",Sheltered and Unsheltered Count,88.0,20.0,61.0,0.0,81.0,7.0,28.0,12.0,9.0,0.0,21.0,7.0,60.0,8.0,52.0,60.0,0.0,19.0,3.0,16.0,19.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0
