CoC Number,CoC Name,Count Types,Overall Homeless,Sheltered ES Homeless,Sheltered TH Homeless,Sheltered SH Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless Individuals,Overall Homeless Individuals - Under 18,Sheltered ES Homeless Individuals,Sheltered ES Homeless Individuals - Under 18,Sheltered TH Homeless Individuals,Sheltered TH Homeless Individuals - Under 18,Sheltered SH Homeless Individuals,Sheltered Total Homeless Individuals,Sheltered Total Homeless Individuals - Under 18,Unsheltered Homeless Individuals,Unsheltered Homeless Individuals - Under 18,Overall Homeless People in Families,Sheltered ES Homeless People in Families,Sheltered TH Homeless People in Families,Sheltered Total Homeless People in Families,Unsheltered Homeless People in Families,Overall Homeless Family Households,Sheltered ES Homeless Family Households,Sheltered TH Homeless Family Households,Sheltered Total Homeless Family Households,Unsheltered Homeless Family Households,Overall Chronically Homeless,Sheltered ES Chronically Homeless,Sheltered SH Chronically Homeless,Sheltered Total Chronically Homeless,Unsheltered Chronically Homeless,Overall Chronically Homeless Individuals,Sheltered ES Chronically Homeless Individuals,Sheltered SH Chronically Homeless Individuals,Sheltered Total Chronically Homeless Individuals,Unsheltered Chronically Homeless Individuals,Overall Chronically Homeless People in Families,Sheltered ES Chronically Homeless People in Families,Sheltered Total Chronically Homeless People in Families,Unsheltered Chronically Homeless People in Families,Overall Homeless Veterans,Sheltered Total Homeless Veterans,Unsheltered Homeless Veterans,Year
IL-510,Chicago CoC,Sheltered and Unsheltered Count,6635.0,2022.0,2851.0,40.0,4913.0,1722.0,4261.0,36.0,1565.0,1.0,995.0,8.0,40.0,2600.0,9.0,1661.0,27.0,2374.0,457.0,1856.0,2313.0,61.0,766.0,152.0,584.0,736.0,30.0,1155.0,393.0,39.0,432.0,723.0,1149.0,393.0,39.0,432.0,717.0,6.0,0.0,0.0,6.0,500.0,250.0,250.0,2011.0
IL-511,Cook County CoC,Sheltered and Unsheltered Count,1257.0,413.0,596.0,15.0,1024.0,233.0,722.0,131.0,331.0,10.0,150.0,37.0,15.0,496.0,47.0,226.0,84.0,535.0,82.0,446.0,528.0,7.0,174.0,28.0,144.0,172.0,2.0,228.0,101.0,15.0,116.0,112.0,228.0,101.0,15.0,116.0,112.0,0.0,0.0,0.0,0.0,118.0,91.0,27.0,2011.0
IL-512,Bloomington/Central Illinois CoC,Sheltered and Unsheltered Count,635.0,260.0,137.0,22.0,419.0,216.0,388.0,31.0,214.0,0.0,63.0,31.0,22.0,299.0,31.0,89.0,0.0,247.0,46.0,74.0,120.0,127.0,86.0,17.0,30.0,47.0,39.0,75.0,55.0,9.0,64.0,11.0,74.0,54.0,9.0,63.0,11.0,1.0,1.0,1.0,0.0,53.0,53.0,0.0,2011.0
IL-513,Springfield/Sangamon County CoC,Sheltered and Unsheltered Count,227.0,127.0,100.0,0.0,227.0,0.0,137.0,0.0,113.0,0.0,24.0,0.0,0.0,137.0,0.0,0.0,0.0,90.0,14.0,76.0,90.0,0.0,26.0,4.0,22.0,26.0,0.0,70.0,70.0,0.0,70.0,0.0,50.0,50.0,0.0,50.0,0.0,20.0,20.0,20.0,0.0,19.0,19.0,0.0,2011.0
IL-514,DuPage County CoC,Sheltered and Unsheltered Count,676.0,221.0,422.0,0.0,643.0,33.0,304.0,5.0,163.0,5.0,111.0,0.0,0.0,274.0,5.0,30.0,0.0,372.0,58.0,311.0,369.0,3.0,125.0,20.0,104.0,124.0,1.0,147.0,132.0,0.0,132.0,15.0,122.0,110.0,0.0,110.0,12.0,25.0,22.0,22.0,3.0,18.0,17.0,1.0,2011.0
IL-515,South Central Illinois CoC,Sheltered and Unsheltered Count,160.0,44.0,116.0,0.0,160.0,0.0,24.0,0.0,17.0,0.0,7.0,0.0,0.0,24.0,0.0,0.0,0.0,136.0,27.0,109.0,136.0,0.0,55.0,10.0,45.0,55.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2011.0
IL-516,Decatur/Macon County CoC,Sheltered and Unsheltered Count,206.0,72.0,87.0,6.0,165.0,41.0,106.0,1.0,59.0,1.0,16.0,0.0,6.0,81.0,1.0,25.0,0.0,100.0,13.0,71.0,84.0,16.0,34.0,6.0,24.0,30.0,4.0,41.0,15.0,6.0,21.0,20.0,28.0,15.0,6.0,21.0,7.0,13.0,0.0,0.0,13.0,18.0,15.0,3.0,2011.0
IL-517,"Aurora, Elgin/Kane County CoC",Sheltered and Unsheltered Count,444.0,280.0,121.0,0.0,401.0,43.0,327.0,0.0,227.0,0.0,64.0,0.0,0.0,291.0,0.0,36.0,0.0,117.0,53.0,57.0,110.0,7.0,38.0,18.0,17.0,35.0,3.0,110.0,101.0,0.0,101.0,9.0,104.0,95.0,0.0,95.0,9.0,6.0,6.0,6.0,0.0,29.0,25.0,4.0,2011.0
IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Sheltered and Unsheltered Count,313.0,150.0,135.0,0.0,285.0,28.0,149.0,2.0,97.0,0.0,38.0,2.0,0.0,135.0,2.0,14.0,0.0,164.0,53.0,97.0,150.0,14.0,54.0,18.0,32.0,50.0,4.0,30.0,29.0,0.0,29.0,1.0,28.0,27.0,0.0,27.0,1.0,2.0,2.0,2.0,0.0,18.0,18.0,0.0,2011.0
IL-519,West Central Illinois CoC,Sheltered and Unsheltered Count,160.0,37.0,100.0,0.0,137.0,23.0,44.0,0.0,25.0,0.0,13.0,0.0,0.0,38.0,0.0,6.0,0.0,116.0,12.0,87.0,99.0,17.0,37.0,4.0,28.0,32.0,5.0,15.0,9.0,0.0,9.0,6.0,15.0,9.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2011.0
IL-520,Southern Illinois CoC,Sheltered and Unsheltered Count,387.0,195.0,91.0,0.0,286.0,101.0,165.0,0.0,65.0,0.0,33.0,0.0,0.0,98.0,0.0,67.0,0.0,222.0,130.0,58.0,188.0,34.0,71.0,43.0,18.0,61.0,10.0,23.0,6.0,0.0,6.0,17.0,17.0,6.0,0.0,6.0,11.0,6.0,0.0,0.0,6.0,15.0,11.0,4.0,2011.0
IN-502,Indiana Balance of State CoC,Sheltered and Unsheltered Count,4609.0,2028.0,2049.0,0.0,4077.0,532.0,2596.0,29.0,1293.0,16.0,884.0,11.0,0.0,2177.0,27.0,419.0,2.0,2013.0,735.0,1165.0,1900.0,113.0,637.0,240.0,358.0,598.0,39.0,434.0,305.0,0.0,305.0,129.0,434.0,305.0,0.0,305.0,129.0,0.0,0.0,0.0,0.0,452.0,394.0,58.0,2011.0
IN-503,Indianapolis CoC,Sheltered and Unsheltered Count,1587.0,706.0,746.0,21.0,1473.0,114.0,1193.0,0.0,483.0,0.0,575.0,0.0,21.0,1079.0,0.0,114.0,0.0,394.0,223.0,171.0,394.0,0.0,121.0,70.0,51.0,121.0,0.0,168.0,120.0,0.0,120.0,48.0,168.0,120.0,0.0,120.0,48.0,0.0,0.0,0.0,0.0,262.0,244.0,18.0,2011.0
KS-502,Wichita/Sedgwick County CoC,Sheltered and Unsheltered Count,634.0,419.0,93.0,14.0,526.0,108.0,454.0,0.0,306.0,0.0,31.0,0.0,14.0,351.0,0.0,103.0,0.0,180.0,113.0,62.0,175.0,5.0,52.0,31.0,19.0,50.0,2.0,141.0,84.0,7.0,91.0,50.0,128.0,78.0,7.0,85.0,43.0,13.0,6.0,6.0,7.0,68.0,47.0,21.0,2011.0
KS-503,Topeka/Shawnee County CoC,Sheltered and Unsheltered Count,336.0,259.0,56.0,0.0,315.0,21.0,191.0,0.0,147.0,0.0,27.0,0.0,0.0,174.0,0.0,17.0,0.0,145.0,112.0,29.0,141.0,4.0,40.0,29.0,9.0,38.0,2.0,101.0,95.0,0.0,95.0,6.0,69.0,65.0,0.0,65.0,4.0,32.0,30.0,30.0,2.0,43.0,41.0,2.0,2011.0
KS-505,"Overland Park, Shawnee/Johnson County CoC",Sheltered and Unsheltered Count,315.0,169.0,78.0,0.0,247.0,68.0,55.0,3.0,22.0,2.0,10.0,0.0,0.0,32.0,2.0,23.0,1.0,260.0,147.0,68.0,215.0,45.0,75.0,43.0,21.0,64.0,11.0,4.0,3.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,4.0,2.0,2011.0
KS-507,Kansas Balance of State CoC,Sheltered and Unsheltered Count,1023.0,473.0,489.0,0.0,962.0,61.0,596.0,0.0,253.0,0.0,292.0,0.0,0.0,545.0,0.0,51.0,0.0,427.0,220.0,197.0,417.0,10.0,140.0,77.0,59.0,136.0,4.0,70.0,55.0,0.0,55.0,15.0,59.0,46.0,0.0,46.0,13.0,11.0,9.0,9.0,2.0,214.0,202.0,12.0,2011.0
KY-500,Kentucky Balance of State CoC,Sheltered and Unsheltered Count,2834.0,1133.0,1000.0,0.0,2133.0,701.0,1496.0,37.0,664.0,31.0,304.0,6.0,0.0,968.0,37.0,528.0,0.0,1338.0,469.0,696.0,1165.0,173.0,403.0,147.0,205.0,352.0,51.0,310.0,182.0,0.0,182.0,128.0,211.0,139.0,0.0,139.0,72.0,99.0,43.0,43.0,56.0,160.0,117.0,43.0,2011.0
KY-501,Louisville-Jefferson County CoC,Sheltered and Unsheltered Count,1628.0,886.0,640.0,10.0,1536.0,92.0,1242.0,20.0,747.0,20.0,397.0,0.0,10.0,1154.0,20.0,88.0,0.0,386.0,139.0,243.0,382.0,4.0,134.0,49.0,84.0,133.0,1.0,261.0,198.0,3.0,201.0,60.0,258.0,195.0,3.0,198.0,60.0,3.0,3.0,3.0,0.0,314.0,303.0,11.0,2011.0
KY-502,Lexington-Fayette County CoC,Sheltered and Unsheltered Count,1572.0,477.0,1035.0,2.0,1514.0,58.0,1104.0,22.0,384.0,6.0,662.0,16.0,2.0,1048.0,22.0,56.0,0.0,468.0,93.0,373.0,466.0,2.0,194.0,27.0,166.0,193.0,1.0,213.0,192.0,2.0,194.0,19.0,190.0,169.0,2.0,171.0,19.0,23.0,23.0,23.0,0.0,162.0,159.0,3.0,2011.0
LA-500,Lafayette/Acadiana CoC,Sheltered and Unsheltered Count,577.0,197.0,288.0,0.0,485.0,92.0,383.0,7.0,144.0,1.0,147.0,6.0,0.0,291.0,7.0,92.0,0.0,194.0,53.0,141.0,194.0,0.0,67.0,18.0,49.0,67.0,0.0,35.0,14.0,0.0,14.0,21.0,35.0,14.0,0.0,14.0,21.0,0.0,0.0,0.0,0.0,39.0,34.0,5.0,2011.0
LA-502,"Shreveport, Bossier/Northwest Louisiana CoC",Sheltered and Unsheltered Count,733.0,111.0,458.0,8.0,577.0,156.0,471.0,3.0,75.0,0.0,232.0,3.0,8.0,315.0,3.0,156.0,0.0,262.0,36.0,226.0,262.0,0.0,81.0,11.0,70.0,81.0,0.0,94.0,14.0,0.0,14.0,80.0,94.0,14.0,0.0,14.0,80.0,0.0,0.0,0.0,0.0,162.0,122.0,40.0,2011.0
LA-503,New Orleans/Jefferson Parish CoC,Sheltered and Unsheltered Count,6687.0,575.0,723.0,15.0,1313.0,5374.0,6125.0,21.0,471.0,12.0,363.0,9.0,15.0,849.0,21.0,5276.0,0.0,562.0,104.0,360.0,464.0,98.0,204.0,30.0,142.0,172.0,32.0,4087.0,23.0,0.0,23.0,4064.0,4010.0,20.0,0.0,20.0,3990.0,77.0,3.0,3.0,74.0,515.0,95.0,420.0,2011.0
LA-505,Monroe/Northeast Louisiana CoC,Sheltered and Unsheltered Count,227.0,55.0,134.0,8.0,197.0,30.0,116.0,3.0,38.0,3.0,40.0,0.0,8.0,86.0,3.0,30.0,0.0,111.0,17.0,94.0,111.0,0.0,38.0,6.0,32.0,38.0,0.0,30.0,17.0,7.0,24.0,6.0,30.0,17.0,7.0,24.0,6.0,0.0,0.0,0.0,0.0,12.0,8.0,4.0,2011.0
LA-506,Slidell/Southeast Louisiana CoC,Sheltered and Unsheltered Count,281.0,105.0,136.0,0.0,241.0,40.0,175.0,0.0,81.0,0.0,74.0,0.0,0.0,155.0,0.0,20.0,0.0,106.0,24.0,62.0,86.0,20.0,33.0,8.0,20.0,28.0,5.0,29.0,23.0,0.0,23.0,6.0,29.0,23.0,0.0,23.0,6.0,0.0,0.0,0.0,0.0,58.0,54.0,4.0,2011.0
LA-507,Alexandria/Central Louisiana CoC,Sheltered and Unsheltered Count,208.0,78.0,95.0,0.0,173.0,35.0,162.0,0.0,45.0,0.0,82.0,0.0,0.0,127.0,0.0,35.0,0.0,46.0,33.0,13.0,46.0,0.0,18.0,14.0,4.0,18.0,0.0,27.0,11.0,0.0,11.0,16.0,27.0,11.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,21.0,9.0,12.0,2011.0
LA-509,Louisiana Balance of State CoC,Sheltered and Unsheltered Count,578.0,102.0,299.0,18.0,419.0,159.0,509.0,7.0,93.0,3.0,263.0,2.0,18.0,374.0,5.0,135.0,2.0,69.0,9.0,36.0,45.0,24.0,28.0,4.0,16.0,20.0,8.0,131.0,52.0,4.0,56.0,75.0,127.0,48.0,4.0,52.0,75.0,4.0,4.0,4.0,0.0,143.0,121.0,22.0,2011.0
MA-500,Boston CoC,Sheltered and Unsheltered Count,5476.0,3898.0,1390.0,6.0,5294.0,182.0,2550.0,13.0,1380.0,0.0,982.0,0.0,6.0,2368.0,0.0,182.0,13.0,2926.0,2518.0,408.0,2926.0,0.0,987.0,813.0,174.0,987.0,0.0,618.0,534.0,0.0,534.0,84.0,501.0,417.0,0.0,417.0,84.0,117.0,117.0,117.0,0.0,426.0,404.0,22.0,2011.0
MA-501,"Holyoke/Franklin, Hampden, Hampshire Counties CoC",Sheltered and Unsheltered Count,1541.0,1084.0,414.0,6.0,1504.0,37.0,487.0,0.0,130.0,0.0,314.0,0.0,6.0,450.0,0.0,37.0,0.0,1054.0,954.0,100.0,1054.0,0.0,372.0,336.0,36.0,372.0,0.0,134.0,97.0,6.0,103.0,31.0,83.0,46.0,6.0,52.0,31.0,51.0,51.0,51.0,0.0,191.0,189.0,2.0,2011.0
MA-502,Lynn CoC,Sheltered and Unsheltered Count,531.0,386.0,116.0,0.0,502.0,29.0,151.0,8.0,75.0,1.0,47.0,0.0,0.0,122.0,1.0,29.0,7.0,380.0,311.0,69.0,380.0,0.0,135.0,103.0,32.0,135.0,0.0,149.0,140.0,0.0,140.0,9.0,149.0,140.0,0.0,140.0,9.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,2011.0
MA-503,Cape Cod Islands CoC,Sheltered and Unsheltered Count,480.0,264.0,89.0,0.0,353.0,127.0,269.0,6.0,89.0,0.0,79.0,0.0,0.0,168.0,0.0,101.0,6.0,211.0,175.0,10.0,185.0,26.0,80.0,67.0,5.0,72.0,8.0,111.0,49.0,0.0,49.0,62.0,105.0,43.0,0.0,43.0,62.0,6.0,6.0,6.0,0.0,42.0,35.0,7.0,2011.0
MA-504,Springfield/Hampden County CoC,Sheltered and Unsheltered Count,1025.0,773.0,241.0,6.0,1020.0,5.0,291.0,11.0,216.0,5.0,64.0,6.0,6.0,286.0,11.0,5.0,0.0,734.0,557.0,177.0,734.0,0.0,248.0,166.0,82.0,248.0,0.0,184.0,174.0,6.0,180.0,4.0,110.0,100.0,6.0,106.0,4.0,74.0,74.0,74.0,0.0,30.0,27.0,3.0,2011.0
MA-505,New Bedford CoC,Sheltered and Unsheltered Count,351.0,110.0,232.0,0.0,342.0,9.0,257.0,0.0,38.0,0.0,210.0,0.0,0.0,248.0,0.0,9.0,0.0,94.0,72.0,22.0,94.0,0.0,36.0,28.0,8.0,36.0,0.0,12.0,9.0,0.0,9.0,3.0,7.0,4.0,0.0,4.0,3.0,5.0,5.0,5.0,0.0,50.0,50.0,0.0,2011.0
MA-506,Worcester City & County CoC,Sheltered and Unsheltered Count,1315.0,786.0,467.0,11.0,1264.0,51.0,396.0,27.0,129.0,22.0,208.0,4.0,11.0,348.0,26.0,48.0,1.0,919.0,657.0,259.0,916.0,3.0,309.0,217.0,91.0,308.0,1.0,34.0,12.0,0.0,12.0,22.0,22.0,3.0,0.0,3.0,19.0,12.0,9.0,9.0,3.0,132.0,126.0,6.0,2011.0
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",Sheltered and Unsheltered Count,192.0,42.0,128.0,0.0,170.0,22.0,151.0,0.0,11.0,0.0,120.0,0.0,0.0,131.0,0.0,20.0,0.0,41.0,31.0,8.0,39.0,2.0,16.0,12.0,3.0,15.0,1.0,54.0,47.0,0.0,47.0,7.0,54.0,47.0,0.0,47.0,7.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,2011.0
MA-509,Cambridge CoC,Sheltered and Unsheltered Count,471.0,275.0,144.0,0.0,419.0,52.0,346.0,0.0,214.0,0.0,80.0,0.0,0.0,294.0,0.0,52.0,0.0,125.0,61.0,64.0,125.0,0.0,44.0,24.0,20.0,44.0,0.0,170.0,124.0,0.0,124.0,46.0,170.0,124.0,0.0,124.0,46.0,0.0,0.0,0.0,0.0,41.0,36.0,5.0,2011.0
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",Sheltered and Unsheltered Count,1468.0,1315.0,135.0,0.0,1450.0,18.0,400.0,0.0,331.0,0.0,51.0,0.0,0.0,382.0,0.0,18.0,0.0,1068.0,984.0,84.0,1068.0,0.0,365.0,331.0,34.0,365.0,0.0,197.0,183.0,0.0,183.0,14.0,132.0,118.0,0.0,118.0,14.0,65.0,65.0,65.0,0.0,96.0,95.0,1.0,2011.0
MA-515,Fall River CoC,Sheltered and Unsheltered Count,288.0,169.0,108.0,0.0,277.0,11.0,100.0,0.0,40.0,0.0,49.0,0.0,0.0,89.0,0.0,11.0,0.0,188.0,129.0,59.0,188.0,0.0,41.0,24.0,17.0,41.0,0.0,45.0,38.0,0.0,38.0,7.0,45.0,38.0,0.0,38.0,7.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,2011.0
MA-516,Massachusetts Balance of State CoC,Sheltered and Unsheltered Count,3302.0,2365.0,802.0,10.0,3177.0,125.0,871.0,0.0,428.0,0.0,308.0,0.0,10.0,746.0,0.0,125.0,0.0,2431.0,1937.0,494.0,2431.0,0.0,841.0,646.0,195.0,841.0,0.0,336.0,274.0,10.0,284.0,52.0,271.0,209.0,10.0,219.0,52.0,65.0,65.0,65.0,0.0,164.0,159.0,5.0,2011.0
MA-519,"Attleboro, Taunton/Bristol County CoC",Sheltered and Unsheltered Count,224.0,122.0,67.0,0.0,189.0,35.0,75.0,3.0,21.0,0.0,19.0,0.0,0.0,40.0,0.0,35.0,3.0,149.0,101.0,48.0,149.0,0.0,57.0,36.0,21.0,57.0,0.0,17.0,8.0,0.0,8.0,9.0,17.0,8.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,2011.0
MD-501,Baltimore CoC,Sheltered and Unsheltered Count,4094.0,1095.0,1204.0,0.0,2299.0,1795.0,3160.0,0.0,887.0,0.0,891.0,0.0,0.0,1778.0,0.0,1382.0,0.0,934.0,208.0,313.0,521.0,413.0,323.0,63.0,103.0,166.0,157.0,519.0,211.0,0.0,211.0,308.0,519.0,211.0,0.0,211.0,308.0,0.0,0.0,0.0,0.0,342.0,316.0,26.0,2011.0
MD-503,Annapolis/Anne Arundel County CoC,Sheltered and Unsheltered Count,382.0,230.0,82.0,0.0,312.0,70.0,229.0,0.0,149.0,0.0,10.0,0.0,0.0,159.0,0.0,70.0,0.0,153.0,81.0,72.0,153.0,0.0,52.0,31.0,21.0,52.0,0.0,53.0,29.0,0.0,29.0,24.0,51.0,27.0,0.0,27.0,24.0,2.0,2.0,2.0,0.0,27.0,21.0,6.0,2011.0
MD-504,Howard County CoC,Sheltered and Unsheltered Count,189.0,44.0,89.0,0.0,133.0,56.0,94.0,0.0,18.0,0.0,20.0,0.0,0.0,38.0,0.0,56.0,0.0,95.0,26.0,69.0,95.0,0.0,30.0,9.0,21.0,30.0,0.0,52.0,8.0,0.0,8.0,44.0,48.0,8.0,0.0,8.0,40.0,4.0,0.0,0.0,4.0,12.0,6.0,6.0,2011.0
MD-505,Baltimore County CoC,Sheltered and Unsheltered Count,881.0,408.0,86.0,0.0,494.0,387.0,472.0,0.0,173.0,0.0,12.0,0.0,0.0,185.0,0.0,287.0,0.0,409.0,235.0,74.0,309.0,100.0,132.0,76.0,25.0,101.0,31.0,191.0,102.0,0.0,102.0,89.0,145.0,62.0,0.0,62.0,83.0,46.0,40.0,40.0,6.0,70.0,26.0,44.0,2011.0
MD-506,Carroll County CoC,Sheltered and Unsheltered Count,179.0,86.0,50.0,21.0,157.0,22.0,112.0,0.0,58.0,0.0,11.0,0.0,21.0,90.0,0.0,22.0,0.0,67.0,28.0,39.0,67.0,0.0,24.0,10.0,14.0,24.0,0.0,25.0,17.0,5.0,22.0,3.0,22.0,14.0,5.0,19.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0,0.0,2011.0
MD-511,Mid-Shore Regional CoC,Sheltered and Unsheltered Count,85.0,43.0,33.0,0.0,76.0,9.0,54.0,0.0,38.0,0.0,10.0,0.0,0.0,48.0,0.0,6.0,0.0,31.0,5.0,23.0,28.0,3.0,10.0,2.0,7.0,9.0,1.0,12.0,12.0,0.0,12.0,0.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2011.0
MD-513,"Wicomico, Somerset, Worcester Counties CoC",Sheltered and Unsheltered Count,253.0,179.0,36.0,0.0,215.0,38.0,179.0,8.0,132.0,6.0,9.0,2.0,0.0,141.0,8.0,38.0,0.0,74.0,47.0,27.0,74.0,0.0,25.0,15.0,10.0,25.0,0.0,44.0,22.0,0.0,22.0,22.0,44.0,22.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,33.0,26.0,7.0,2011.0
MD-514,Maryland Balance of State CoC,,2232.0,664.0,554.0,7.0,1225.0,1007.0,867.0,0.0,409.0,0.0,244.0,0.0,7.0,660.0,0.0,207.0,0.0,1365.0,255.0,310.0,565.0,800.0,508.0,86.0,102.0,188.0,320.0,416.0,225.0,0.0,225.0,191.0,308.0,185.0,0.0,185.0,123.0,108.0,40.0,40.0,68.0,149.0,134.0,15.0,2011.0
MD-600,Prince George's County CoC,Sheltered and Unsheltered Count,772.0,311.0,359.0,0.0,670.0,102.0,428.0,0.0,173.0,0.0,153.0,0.0,0.0,326.0,0.0,102.0,0.0,344.0,138.0,206.0,344.0,0.0,106.0,42.0,64.0,106.0,0.0,140.0,68.0,0.0,68.0,72.0,134.0,62.0,0.0,62.0,72.0,6.0,6.0,6.0,0.0,15.0,14.0,1.0,2011.0
MD-601,Montgomery County CoC,Sheltered and Unsheltered Count,1141.0,546.0,338.0,31.0,915.0,226.0,758.0,0.0,392.0,0.0,109.0,0.0,31.0,532.0,0.0,226.0,0.0,383.0,154.0,229.0,383.0,0.0,128.0,55.0,73.0,128.0,0.0,348.0,168.0,31.0,199.0,149.0,344.0,164.0,31.0,195.0,149.0,4.0,4.0,4.0,0.0,41.0,27.0,14.0,2011.0
ME-500,Maine Statewide CoC,Sheltered and Unsheltered Count,2447.0,904.0,1499.0,15.0,2418.0,29.0,1184.0,29.0,611.0,19.0,531.0,10.0,15.0,1157.0,29.0,27.0,0.0,1263.0,293.0,968.0,1261.0,2.0,427.0,101.0,325.0,426.0,1.0,212.0,187.0,15.0,202.0,10.0,212.0,187.0,15.0,202.0,10.0,0.0,0.0,0.0,0.0,127.0,121.0,6.0,2011.0
MI-500,Michigan Balance of State CoC,Sheltered and Unsheltered Count,2601.0,893.0,1285.0,0.0,2178.0,423.0,1136.0,50.0,486.0,17.0,363.0,27.0,0.0,849.0,44.0,287.0,6.0,1465.0,407.0,922.0,1329.0,136.0,454.0,131.0,280.0,411.0,43.0,127.0,93.0,0.0,93.0,34.0,112.0,78.0,0.0,78.0,34.0,15.0,15.0,15.0,0.0,88.0,64.0,24.0,2011.0
MI-501,Detroit CoC,Sheltered and Unsheltered Count,3138.0,1646.0,1119.0,20.0,2785.0,353.0,2401.0,48.0,1219.0,4.0,809.0,44.0,20.0,2048.0,48.0,353.0,0.0,737.0,427.0,310.0,737.0,0.0,265.0,148.0,117.0,265.0,0.0,684.0,557.0,20.0,577.0,107.0,649.0,522.0,20.0,542.0,107.0,35.0,35.0,35.0,0.0,385.0,352.0,33.0,2011.0
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",Sheltered and Unsheltered Count,482.0,130.0,320.0,13.0,463.0,19.0,132.0,5.0,50.0,2.0,54.0,3.0,13.0,117.0,5.0,15.0,0.0,350.0,80.0,266.0,346.0,4.0,101.0,27.0,72.0,99.0,2.0,16.0,12.0,0.0,12.0,4.0,16.0,12.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,29.0,28.0,1.0,2011.0
MI-503,"St. Clair Shores, Warren/Macomb County CoC",Sheltered and Unsheltered Count,656.0,249.0,101.0,0.0,350.0,306.0,492.0,6.0,156.0,5.0,54.0,1.0,0.0,210.0,6.0,282.0,0.0,164.0,93.0,47.0,140.0,24.0,69.0,40.0,17.0,57.0,12.0,146.0,72.0,0.0,72.0,74.0,139.0,66.0,0.0,66.0,73.0,7.0,6.0,6.0,1.0,23.0,15.0,8.0,2011.0
MI-504,"Pontiac, Royal Oak/Oakland County CoC",Sheltered and Unsheltered Count,713.0,193.0,283.0,0.0,476.0,237.0,519.0,6.0,167.0,5.0,123.0,1.0,0.0,290.0,6.0,229.0,0.0,194.0,26.0,160.0,186.0,8.0,65.0,10.0,52.0,62.0,3.0,29.0,24.0,0.0,24.0,5.0,29.0,24.0,0.0,24.0,5.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,2011.0
MI-505,Flint/Genesee County CoC,Sheltered and Unsheltered Count,490.0,231.0,98.0,0.0,329.0,161.0,352.0,3.0,152.0,3.0,45.0,0.0,0.0,197.0,3.0,155.0,0.0,138.0,79.0,53.0,132.0,6.0,54.0,34.0,17.0,51.0,3.0,124.0,57.0,0.0,57.0,67.0,117.0,50.0,0.0,50.0,67.0,7.0,7.0,7.0,0.0,74.0,25.0,49.0,2011.0
MI-506,"Grand Rapids, Wyoming/Kent County CoC",Sheltered and Unsheltered Count,627.0,284.0,327.0,0.0,611.0,16.0,269.0,12.0,205.0,12.0,48.0,0.0,0.0,253.0,12.0,16.0,0.0,358.0,79.0,279.0,358.0,0.0,140.0,31.0,109.0,140.0,0.0,83.0,67.0,0.0,67.0,16.0,76.0,60.0,0.0,60.0,16.0,7.0,7.0,7.0,0.0,36.0,36.0,0.0,2011.0
MI-507,"Portage, Kalamazoo City & County CoC",Sheltered and Unsheltered Count,822.0,354.0,414.0,0.0,768.0,54.0,343.0,1.0,196.0,1.0,102.0,0.0,0.0,298.0,1.0,45.0,0.0,479.0,158.0,312.0,470.0,9.0,136.0,42.0,91.0,133.0,3.0,53.0,47.0,0.0,47.0,6.0,53.0,47.0,0.0,47.0,6.0,0.0,0.0,0.0,0.0,26.0,24.0,2.0,2011.0
MI-508,"Lansing, East Lansing/Ingham County CoC",Sheltered and Unsheltered Count,444.0,282.0,92.0,0.0,374.0,70.0,347.0,5.0,208.0,3.0,81.0,2.0,0.0,289.0,5.0,58.0,0.0,97.0,74.0,11.0,85.0,12.0,30.0,21.0,4.0,25.0,5.0,102.0,86.0,0.0,86.0,16.0,91.0,75.0,0.0,75.0,16.0,11.0,11.0,11.0,0.0,78.0,72.0,6.0,2011.0
